Fondsposition per,"03.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrie","Aktien","9.649.036,46","0,02","9.649.036,46","6.076.758,00","1,59","Vereinigtes Königreich","London Stock Exchange","GBP"
"RNG","RINGCENTRAL INC CLASS A","IT","Aktien","9.593.272,52","0,02","9.593.272,52","61.598,00","155,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NCM","NEWCREST MINING LTD","Materialien","Aktien","9.586.763,41","0,02","9.586.763,41","598.616,00","16,01","Australien","Asx - All Markets","AUD"
"OTEX","OPEN TEXT CORP","IT","Aktien","9.585.897,99","0,02","9.585.897,99","205.962,00","46,54","Kanada","Toronto Stock Exchange","CAD"
"ARGX","ARGENX","Gesundheitsversorgung","Aktien","9.581.233,41","0,02","9.581.233,41","35.423,00","270,48","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"RHI","ROBERT HALF","Industrie","Aktien","9.574.717,88","0,02","9.574.717,88","82.498,00","116,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MNDI","MONDI PLC","Materialien","Aktien","9.564.124,81","0,02","9.564.124,81","379.210,00","25,22","Vereinigtes Königreich","London Stock Exchange","GBP"
"SEDG","SOLAREDGE TECHNOLOGIES INC","IT","Aktien","9.520.122,40","0,02","9.520.122,40","41.177,00","231,20","Vereinigte Staaten","NASDAQ","USD"
"BG","BUNGE LTD","Nichtzyklische Konsumgüter","Aktien","9.503.795,58","0,02","9.503.795,58","96.202,00","98,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNR","PENTAIR","Industrie","Aktien","9.497.209,00","0,02","9.497.209,00","154.930,00","61,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrie","Aktien","9.481.166,05","0,02","9.481.166,05","157.103,00","60,35","Hongkong","Singapore Exchange","USD"
"WRB","WR BERKLEY CORP","Financials","Aktien","9.467.929,82","0,02","9.467.929,82","106.453,00","88,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SNA","SNAP ON INC","Industrie","Aktien","9.460.481,23","0,02","9.460.481,23","43.651,00","216,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NHY","NORSK HYDRO","Materialien","Aktien","9.450.864,95","0,02","9.450.864,95","1.180.138,00","8,01","Norwegen","Oslo Bors Asa","NOK"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Industrie","Aktien","9.442.121,18","0,02","9.442.121,18","52.415,00","180,14","Vereinigtes Königreich","London Stock Exchange","GBP"
"YAR","YARA INTERNATIONAL","Materialien","Aktien","9.425.777,95","0,02","9.425.777,95","176.980,00","53,26","Norwegen","Oslo Bors Asa","NOK"
"UU.","UNITED UTILITIES GROUP PLC","Versorger","Aktien","9.409.450,66","0,02","9.409.450,66","650.035,00","14,48","Vereinigtes Königreich","London Stock Exchange","GBP"
"SVT","SEVERN TRENT PLC","Versorger","Aktien","9.382.415,53","0,02","9.382.415,53","240.016,00","39,09","Vereinigtes Königreich","London Stock Exchange","GBP"
"PSN","PERSIMMON PLC","Zyklische Konsumgüter ","Aktien","9.371.078,17","0,02","9.371.078,17","287.351,00","32,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"1COV","COVESTRO AG","Materialien","Aktien","9.340.337,52","0,02","9.340.337,52","152.058,00","61,43","Deutschland","Xetra","EUR"
"INVE A","INVESTOR CLASS A","Financials","Aktien","9.331.451,39","0,02","9.331.451,39","401.226,00","23,26","Schweden","Nasdaq Omx Nordic","SEK"
"9962","MISUMI GROUP INC","Industrie","Aktien","9.328.595,67","0,02","9.328.595,67","296.900,00","31,42","Japan","Tokyo Stock Exchange","JPY"
"SK3","SMURFIT KAPPA GROUP PLC","Materialien","Aktien","9.330.212,59","0,02","9.330.212,59","172.039,00","54,23","Irland","Irish Stock Exchange - All Market","EUR"
"6201","TOYOTA INDUSTRIES CORP","Industrie","Aktien","9.326.283,39","0,02","9.326.283,39","120.263,00","77,55","Japan","Tokyo Stock Exchange","JPY"
"8697","JAPAN EXCHANGE GROUP INC","Financials","Aktien","9.315.581,18","0,02","9.315.581,18","454.100,00","20,51","Japan","Tokyo Stock Exchange","JPY"
"DHER","DELIVERY HERO","Zyklische Konsumgüter ","Aktien","9.297.042,04","0,02","9.297.042,04","124.813,00","74,49","Deutschland","Xetra","EUR"
"TDOC","TELADOC HEALTH INC","Gesundheitsversorgung","Aktien","9.286.444,16","0,02","9.286.444,16","127.456,00","72,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNDORA","PANDORA","Zyklische Konsumgüter ","Aktien","9.272.378,19","0,02","9.272.378,19","85.258,00","108,76","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"PUM","PUMA","Zyklische Konsumgüter ","Aktien","9.262.947,10","0,02","9.262.947,10","87.311,00","106,09","Deutschland","Xetra","EUR"
"LEA","LEAR CORP","Zyklische Konsumgüter ","Aktien","9.261.675,88","0,02","9.261.675,88","55.619,00","166,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RPM","RPM INTERNATIONAL INC","Materialien","Aktien","9.251.219,25","0,02","9.251.219,25","105.427,00","87,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KPN","KONINKLIJKE KPN NV","Kommunikation","Aktien","9.223.025,01","0,02","9.223.025,01","2.710.729,00","3,40","Niederlande","Euronext Amsterdam","EUR"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Immobilien","Aktien","9.205.804,29","0,02","9.205.804,29","415.237,00","22,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HSIC","HENRY SCHEIN INC","Gesundheitsversorgung","Aktien","9.198.985,60","0,02","9.198.985,60","120.785,00","76,16","Vereinigte Staaten","NASDAQ","USD"
"BILL","BILL COM HOLDINGS INC","IT","Aktien","9.169.578,00","0,02","9.169.578,00","53.850,00","170,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4684","OBIC LTD","IT","Aktien","9.132.943,30","0,02","9.132.943,30","56.024,00","163,02","Japan","Tokyo Stock Exchange","JPY"
"ABMD","ABIOMED INC","Gesundheitsversorgung","Aktien","9.122.618,52","0,02","9.122.618,52","31.401,00","290,52","Vereinigte Staaten","NASDAQ","USD"
"SOLB","SOLVAY SA","Materialien","Aktien","9.105.915,92","0,02","9.105.915,92","72.868,00","124,96","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"LCID","LUCID GROUP INC","Zyklische Konsumgüter ","Aktien","9.103.575,25","0,02","9.103.575,25","337.795,00","26,95","Vereinigte Staaten","NASDAQ","USD"
"CTC.A","CANADIAN TIRE LTD CLASS A","Zyklische Konsumgüter ","Aktien","9.089.465,92","0,02","9.089.465,92","62.033,00","146,53","Kanada","Toronto Stock Exchange","CAD"
"UCB","UCB SA","Gesundheitsversorgung","Aktien","9.076.961,05","0,02","9.076.961,05","92.057,00","98,60","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"1928","SEKISUI HOUSE LTD","Zyklische Konsumgüter ","Aktien","9.070.226,71","0,02","9.070.226,71","444.213,00","20,42","Japan","Tokyo Stock Exchange","JPY"
"HLMA","HALMA PLC","IT","Aktien","9.043.210,28","0,02","9.043.210,28","271.518,00","33,31","Vereinigtes Königreich","London Stock Exchange","GBP"
"GDDY","GODADDY INC CLASS A","IT","Aktien","9.033.439,31","0,02","9.033.439,31","119.791,00","75,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RTO","RENTOKIL INITIAL PLC","Industrie","Aktien","9.031.865,42","0,02","9.031.865,42","1.289.489,00","7,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"6645","OMRON CORP","IT","Aktien","9.019.357,67","0,02","9.019.357,67","128.300,00","70,30","Japan","Tokyo Stock Exchange","JPY"
"PLUG","PLUG POWER INC","Industrie","Aktien","9.022.733,24","0,02","9.022.733,24","431.297,00","20,92","Vereinigte Staaten","NASDAQ","USD"
"IAC","IAC INTERACTIVE","Kommunikation","Aktien","9.002.875,95","0,02","9.002.875,95","70.995,00","126,81","Vereinigte Staaten","NASDAQ","USD"
"AOS","A O SMITH CORP","Industrie","Aktien","9.002.305,45","0,02","9.002.305,45","121.505,00","74,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CGNX","COGNEX CORP","IT","Aktien","8.987.698,23","0,02","8.987.698,23","139.409,00","64,47","Vereinigte Staaten","NASDAQ","USD"
"SRG","SNAM","Versorger","Aktien","8.970.832,78","0,02","8.970.832,78","1.597.619,00","5,62","Italien","Borsa Italiana","EUR"
"MONC","MONCLER","Zyklische Konsumgüter ","Aktien","8.968.656,56","0,02","8.968.656,56","135.715,00","66,08","Italien","Borsa Italiana","EUR"
"9021","WEST JAPAN RAILWAY","Industrie","Aktien","8.953.922,07","0,02","8.953.922,07","210.639,00","42,51","Japan","Tokyo Stock Exchange","JPY"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Zyklische Konsumgüter ","Aktien","8.919.845,60","0,02","8.919.845,60","135.485,00","65,84","Vereinigtes Königreich","London Stock Exchange","GBP"
"TEL","TELENOR","Kommunikation","Aktien","8.915.760,87","0,02","8.915.760,87","558.452,00","15,97","Norwegen","Oslo Bors Asa","NOK"
"ENT","ENTAIN PLC","Zyklische Konsumgüter ","Aktien","8.903.465,73","0,02","8.903.465,73","413.096,00","21,55","Vereinigtes Königreich","London Stock Exchange","GBP"
"EDEN","EDENRED","IT","Aktien","8.905.344,74","0,02","8.905.344,74","207.882,00","42,84","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"L","LOEWS CORP","Financials","Aktien","8.897.076,50","0,02","8.897.076,50","145.615,00","61,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TELIA","TELIA COMPANY","Kommunikation","Aktien","8.882.461,07","0,02","8.882.461,07","2.173.324,00","4,09","Schweden","Nasdaq Omx Nordic","SEK"
"LUMN","LUMEN TECHNOLOGIES INC","Kommunikation","Aktien","8.864.060,79","0,02","8.864.060,79","702.939,00","12,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZEN","ZENDESK INC","IT","Aktien","8.856.291,36","0,02","8.856.291,36","93.648,00","94,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TLS","TELSTRA CORPORATION LTD","Kommunikation","Aktien","8.817.242,76","0,02","8.817.242,76","3.060.216,00","2,88","Australien","Asx - All Markets","AUD"
"NRG","NRG ENERGY INC","Versorger","Aktien","8.766.990,96","0,02","8.766.990,96","222.456,00","39,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SCA B","SVENSKA CELLULOSA B","Materialien","Aktien","8.764.239,03","0,02","8.764.239,03","494.519,00","17,72","Schweden","Nasdaq Omx Nordic","SEK"
"XRAY","DENTSPLY SIRONA INC","Gesundheitsversorgung","Aktien","8.749.326,20","0,02","8.749.326,20","166.337,00","52,60","Vereinigte Staaten","NASDAQ","USD"
"9843","NITORI HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","8.749.711,30","0,02","8.749.711,30","61.224,00","142,91","Japan","Tokyo Stock Exchange","JPY"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Gesundheitsversorgung","Aktien","8.742.870,95","0,02","8.742.870,95","66.511,00","131,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AEM","AGNICO EAGLE MINES LTD","Materialien","Aktien","8.742.811,71","0,02","8.742.811,71","181.423,00","48,19","Kanada","Toronto Stock Exchange","CAD"
"HEIO","HEINEKEN HOLDING NV","Nichtzyklische Konsumgüter","Aktien","8.725.250,65","0,02","8.725.250,65","99.570,00","87,63","Niederlande","Euronext Amsterdam","EUR"
"BKI","BLACK KNIGHT INC","IT","Aktien","8.716.166,90","0,02","8.716.166,90","121.142,00","71,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7201","NISSAN MOTOR LTD","Zyklische Konsumgüter ","Aktien","8.711.683,43","0,02","8.711.683,43","1.619.626,00","5,38","Japan","Tokyo Stock Exchange","JPY"
"CA","CARREFOUR SA","Nichtzyklische Konsumgüter","Aktien","8.707.150,67","0,02","8.707.150,67","450.851,00","19,31","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"KGF","KINGFISHER PLC","Zyklische Konsumgüter ","Aktien","8.707.792,16","0,02","8.707.792,16","1.961.255,00","4,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrie","Aktien","8.709.301,51","0,02","8.709.301,51","113.743,00","76,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RE","EVEREST RE GROUP LTD","Financials","Aktien","8.684.987,52","0,02","8.684.987,52","30.448,00","285,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrie","Aktien","8.652.623,04","0,02","8.652.623,04","152.496,00","56,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Versorger","Aktien","8.644.605,21","0,02","8.644.605,21","1.100.489,00","7,86","Italien","Borsa Italiana","EUR"
"LBTYK","LIBERTY GLOBAL PLC CLASS C","Kommunikation","Aktien","8.636.743,50","0,02","8.636.743,50","311.234,00","27,75","Vereinigte Staaten","NASDAQ","USD"
"AENA","AENA SME SA","Industrie","Aktien","8.627.379,61","0,02","8.627.379,61","52.602,00","164,01","Spanien","Bolsa De Madrid","EUR"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Gesundheitsversorgung","Aktien","8.624.676,06","0,02","8.624.676,06","432.395,00","19,95","Neuseeland","New Zealand Exchange Ltd","NZD"
"7270","SUBARU CORP","Zyklische Konsumgüter ","Aktien","8.612.213,33","0,02","8.612.213,33","465.100,00","18,52","Japan","Tokyo Stock Exchange","JPY"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Zyklische Konsumgüter ","Aktien","8.607.577,44","0,02","8.607.577,44","142.604,00","60,36","Vereinigte Staaten","NASDAQ","USD"
"4523","EISAI LTD","Gesundheitsversorgung","Aktien","8.592.092,61","0,02","8.592.092,61","170.440,00","50,41","Japan","Tokyo Stock Exchange","JPY"
"9613","NTT DATA CORP","IT","Aktien","8.580.425,26","0,02","8.580.425,26","437.960,00","19,59","Japan","Tokyo Stock Exchange","JPY"
"VACN","VAT GROUP AG","Industrie","Aktien","8.571.232,30","0,02","8.571.232,30","21.744,00","394,19","Schweiz","SIX Swiss Exchange","CHF"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrie","Aktien","8.553.505,41","0,02","8.553.505,41","322.532,00","26,52","Japan","Tokyo Stock Exchange","JPY"
"66","MTR CORPORATION CORP LTD","Industrie","Aktien","8.554.407,10","0,02","8.554.407,10","1.583.500,00","5,40","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"VOW","VOLKSWAGEN AG","Zyklische Konsumgüter ","Aktien","8.546.563,46","0,02","8.546.563,46","29.401,00","290,69","Deutschland","Xetra","EUR"
"KL","KIRKLAND LAKE GOLD LTD","Materialien","Aktien","8.541.460,61","0,02","8.541.460,61","223.605,00","38,20","Kanada","Toronto Stock Exchange","CAD"
"CPU","COMPUTERSHARE","IT","Aktien","8.526.867,53","0,02","8.526.867,53","587.803,00","14,51","Australien","Asx - All Markets","AUD"
"HEI","HEIDELBERGCEMENT AG","Materialien","Aktien","8.494.156,81","0,02","8.494.156,81","114.844,00","73,96","Deutschland","Xetra","EUR"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Immobilien","Aktien","8.465.204,36","0,02","8.465.204,36","112.388,00","75,32","Frankreich","Euronext Amsterdam","EUR"
"REG","REGENCY CENTERS REIT CORP","Immobilien","Aktien","8.436.373,65","0,02","8.436.373,65","118.605,00","71,13","Vereinigte Staaten","NASDAQ","USD"
"WBS","WEBSTER FINANCIAL CORP","Financials","Aktien","8.426.352,73","0,02","8.426.352,73","142.313,00","59,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALLE","ALLEGION PLC","Industrie","Aktien","8.410.195,63","0,02","8.410.195,63","72.433,00","116,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SHL","SONIC HEALTHCARE LTD","Gesundheitsversorgung","Aktien","8.410.074,61","0,02","8.410.074,61","307.373,00","27,36","Australien","Asx - All Markets","AUD"
"TOU","TOURMALINE OIL CORP","Energie","Aktien","8.399.186,15","0,02","8.399.186,15","217.634,00","38,59","Kanada","Toronto Stock Exchange","CAD"
"NWL","NEWELL BRANDS INC","Zyklische Konsumgüter ","Aktien","8.368.475,28","0,02","8.368.475,28","358.854,00","23,32","Vereinigte Staaten","NASDAQ","USD"
"MTN","VAIL RESORTS INC","Zyklische Konsumgüter ","Aktien","8.352.039,78","0,02","8.352.039,78","30.453,00","274,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4188","MITSUBISHI CHEMICAL HLDGS CORP","Materialien","Aktien","8.322.864,94","0,02","8.322.864,94","1.132.870,00","7,35","Japan","Tokyo Stock Exchange","JPY"
"WRK","WESTROCK","Materialien","Aktien","8.323.143,64","0,02","8.323.143,64","180.428,00","46,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4528","ONO PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","8.311.134,51","0,02","8.311.134,51","338.800,00","24,53","Japan","Tokyo Stock Exchange","JPY"
"CABO","CABLE ONE INC","Kommunikation","Aktien","8.287.031,82","0,02","8.287.031,82","5.321,00","1.557,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ASX","ASX LTD","Financials","Aktien","8.255.175,49","0,02","8.255.175,49","136.953,00","60,28","Australien","Asx - All Markets","AUD"
"MTX","MTU AERO ENGINES HOLDING AG","Industrie","Aktien","8.231.930,44","0,02","8.231.930,44","38.711,00","212,65","Deutschland","Xetra","EUR"
"BOL","BOLIDEN","Materialien","Aktien","8.219.541,83","0,02","8.219.541,83","192.806,00","42,63","Schweden","Nasdaq Omx Nordic","SEK"
"STERV","STORA ENSO CLASS R","Materialien","Aktien","8.219.856,81","0,02","8.219.856,81","399.077,00","20,60","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"NTGY","NATURGY ENERGY SA","Versorger","Aktien","8.192.673,99","0,02","8.192.673,99","255.085,00","32,12","Spanien","Bolsa De Madrid","EUR"
"STJ","ST JAMESS PLACE PLC","Financials","Aktien","8.189.688,72","0,02","8.189.688,72","392.368,00","20,87","Vereinigtes Königreich","London Stock Exchange","GBP"
"BEN","FRANKLIN RESOURCES INC","Financials","Aktien","8.171.334,72","0,02","8.171.334,72","263.932,00","30,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4704","TREND MICRO INC","IT","Aktien","8.153.589,28","0,02","8.153.589,28","152.079,00","53,61","Japan","Tokyo Stock Exchange","JPY"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Aktien","8.135.000,29","0,02","8.135.000,29","75.461,00","107,80","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","8.119.017,25","0,02","8.119.017,25","7.966,00","1.019,21","Schweiz","SIX Swiss Exchange","CHF"
"CON","CONTINENTAL AG","Zyklische Konsumgüter ","Aktien","8.106.685,23","0,02","8.106.685,23","81.462,00","99,51","Deutschland","Xetra","EUR"
"IMCD","IMCD NV","Industrie","Aktien","8.097.157,42","0,02","8.097.157,42","45.828,00","176,69","Niederlande","Euronext Amsterdam","EUR"
"RHC","RAMSAY HEALTH CARE LTD","Gesundheitsversorgung","Aktien","8.087.461,84","0,02","8.087.461,84","175.542,00","46,07","Australien","Asx - All Markets","AUD"
"CBK","COMMERZBANK AG","Financials","Aktien","8.072.119,31","0,02","8.072.119,31","830.294,00","9,72","Deutschland","Xetra","EUR"
"LYFT","LYFT INC CLASS A","Industrie","Aktien","8.066.029,68","0,02","8.066.029,68","221.838,00","36,36","Vereinigte Staaten","NASDAQ","USD"
"ITRK","INTERTEK GROUP PLC","Industrie","Aktien","8.065.077,84","0,02","8.065.077,84","112.394,00","71,76","Vereinigtes Königreich","London Stock Exchange","GBP"
"HAS","HASBRO INC","Zyklische Konsumgüter ","Aktien","8.031.600,54","0,02","8.031.600,54","85.643,00","93,78","Vereinigte Staaten","NASDAQ","USD"
"GL","GLOBE LIFE INC","Financials","Aktien","7.998.285,06","0,02","7.998.285,06","78.093,00","102,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LII","LENNOX INTERNATIONAL INC","Industrie","Aktien","7.997.702,40","0,02","7.997.702,40","29.760,00","268,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DVA","DAVITA INC","Gesundheitsversorgung","Aktien","7.988.613,10","0,02","7.988.613,10","72.670,00","109,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AKE","ARKEMA SA","Materialien","Aktien","7.969.444,91","0,02","7.969.444,91","53.242,00","149,68","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MASI","MASIMO CORP","Gesundheitsversorgung","Aktien","7.958.817,24","0,02","7.958.817,24","35.836,00","222,09","Vereinigte Staaten","NASDAQ","USD"
"OC","OWENS CORNING","Industrie","Aktien","7.928.805,00","0,02","7.928.805,00","88.590,00","89,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Aktien","7.911.449,76","0,02","7.911.449,76","1.038.248,00","7,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7272","YAMAHA MOTOR LTD","Zyklische Konsumgüter ","Aktien","7.889.203,19","0,02","7.889.203,19","322.000,00","24,50","Japan","Tokyo Stock Exchange","JPY"
